Shanghai Municipal Government,,https://www.chinajob.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,MUNI,https://www.shanghai.gov.cn
Guangzhou Municipal Government,,https://www.chinajob.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,MUNI,https://www.gz.gov.cn
Shenzhen Municipal Government,,https://www.chinajob.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,MUNI,https://www.sz.gov.cn
Chengdu Municipal Government,,https://www.chinajob.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,MUNI,https://www.chengdu.gov.cn
China Red Cross Society,,https://www.redcross.org.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,NGO,https://www.redcross.org.cn
China Foundation for Poverty Alleviation,,https://www.cfpa.org.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,NGO,https://www.cfpa.org.cn
China Youth Development Foundation (Project Hope),,https://www.cydf.org.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,NGO,https://www.cydf.org.cn
China Soong Ching Ling Foundation,,https://www.scf.org.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,NGO,https://www.scf.org.cn
Amity Foundation,,https://www.amityfoundation.org,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,NGO,https://www.amityfoundation.org
Huawei,,https://career.huawei.com/reccampportal,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,PRIVATE,https://www.huawei.com
Alibaba Group,,https://talent.alibaba.com,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,PRIVATE,https://www.alibabagroup.com
Xiaomi,,https://hr.xiaomi.com,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,PRIVATE,https://www.mi.com
ByteDance,,https://jobs.bytedance.com,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,PRIVATE,https://www.bytedance.com
Haier Group,,https://www.haier.com/careers,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,PRIVATE,https://www.haier.com
Tsinghua University,,https://www.tsinghua.edu.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,COLLEGE,https://www.tsinghua.edu.cn
Peking University,,https://www.pku.edu.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,COLLEGE,https://www.pku.edu.cn
Fudan University,,https://www.fudan.edu.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,COLLEGE,https://www.fudan.edu.cn
Zhejiang University,,https://www.zju.edu.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,COLLEGE,https://www.zju.edu.cn
Shanghai Jiao Tong University,,https://www.sjtu.edu.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,COLLEGE,https://www.sjtu.edu.cn
