Mashhad Municipality,,https://www.mashhad.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,MUNI,https://www.mashhad.ir
Isfahan Municipality,,https://www.isfahan.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,MUNI,https://www.isfahan.ir
Shiraz Municipality,,https://www.shiraz.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,MUNI,https://www.shiraz.ir
Tabriz Municipality,,https://www.tabriz.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,MUNI,https://www.tabriz.ir
Iranian Red Crescent Society,,https://www.rcs.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,NGO,https://www.rcs.ir
Imam Khomeini Relief Foundation,,https://www.emdad.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,NGO,https://www.emdad.ir
Mahak Society (children's cancer charity),,https://www.mahak-charity.org,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,NGO,https://www.mahak-charity.org
Iranian Society of Engineers,,https://www.isoe.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,NGO,https://www.isoe.ir
"Iran Chamber of Commerce, Industries, Mines and Agriculture",,https://www.iccima.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,NGO,https://www.iccima.ir
Digikala,,https://www.digikala.com/jobs,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Iran,PRIVATE,https://www.digikala.com
Snapp!,,https://snapp.ir/career,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Iran,PRIVATE,https://snapp.ir
Tapsi,,https://tapsi.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,PRIVATE,https://tapsi.ir
Divar,,https://divar.ir/careers,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Iran,PRIVATE,https://divar.ir
Aparat,,https://www.aparat.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,PRIVATE,https://www.aparat.com
University of Tehran,,https://ut.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,UNI,https://ut.ac.ir
Sharif University of Technology,,https://www.sharif.edu,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,UNI,https://www.sharif.edu
Amirkabir University of Technology,,https://aut.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,UNI,https://aut.ac.ir
Ferdowsi University of Mashhad,,https://um.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,UNI,https://um.ac.ir
Shiraz University,,https://shirazu.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,UNI,https://shirazu.ac.ir
Technical and Vocational University (TVU),,https://tvu.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,COLLEGE,https://tvu.ac.ir
University of Applied Science and Technology (UAST),,https://uast.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,COLLEGE,https://uast.ac.ir
Farhangian University,,https://cfu.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,COLLEGE,https://cfu.ac.ir
Technical and Vocational Training Organization (TVTO),,https://irantvto.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,SETA,https://irantvto.ir
Imam Khomeini Hospital Complex,,https://ikhc.tums.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,HOSPITAL,https://ikhc.tums.ac.ir
Shariati Hospital,,https://shariati.tums.ac.ir,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,HOSPITAL,https://shariati.tums.ac.ir
Razavi Hospital,,https://razavihospital.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,HOSPITAL,https://razavihospital.com
Royan Institute,,https://www.royaninstitute.org,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Iran,HOSPITAL,https://www.royaninstitute.org
